"review","sentiment"
"llego en perfecto estado buena calidad en la impresion","1"
"me encanta la trama te tiene enganchada hasta el final","1"
"una historia preciosa desarrollada en escenarios distintos y exoticos que te ayudan a entender el escenario historico de la posguerra mundial","1"
"me parecio perfecta la segunda parte de el tiempo entre costuras la novela se desarrolla mayormente en españa lo que te hace recrear madrid en los años de postguerra y los años de franquismohe de decir que despues de ver la serie en tv los personajes cobran mas vida aun si cabe","1"
"si ya me gusto el tiempo entre costuras sira me ha encantado","1"
"y entretenida me gusto tanto como la primera","1"
"el libro llego en muy buenas condiciones no le doy cinco estrellas porque aun lo estoy leyendo y comento esto porque he leido una reseña que dice que muy mal por parte de la escritora resucitar a ramiro por favor la serie de tv no se ciñe al 100% al libro el tiempo entre costuras te recomiendo este libro si te has leido el otro si has visto la serie entonces mejor esperar a que pasen sira por tv porque hay muchisimas cosas que cambian como por el ejemplo lo sucedido con el personaje ramiro o con la amiga de sira y su hijo elias personajes que no aparecen ni nombrados en el primer libro","1"
"la verdad no se como tenian guardado el libro… pero venia con bordes y esquinas gastados para un producto nuevo no veo muy bien que parezca usado","0"
"la persona quedo encantada era para un regalo el libro vino bien protegido y lo trajo seur le he puesto 4 estrellas en lugar de 5 ya que presentaba una pequeña rotura en una especie de cinta publicitaria que va acoplada a la portadaesa cinta la persona la va a retirar ya que no sirve para nada pero un regalo debe estar perfecto si hubiera sido para mi no le hubiera dado ninguna importancia en fin hay que cuidar algo mas los articulos pero por lo demas muy bien la entrega se hizo en el dia señalado","1"
"el libro llego lleno de dedazos por la portada y no se quitan bien ha sido para regalo y no me han puesto mas pegas pero no me parece bien he llegado a pensar que era de segunda mano…por lo demas no me lo voy a leer yo de momento asi que respecto al libro en si comentare cuando me digan la opinion","0"
"despues de leer el tiempo entre costuras este libro me ha decepcionado un poco el otro es mucho mas entretenido sira me ha enganchado menos lo he terminado y me ha gustado pero no tanto como el anterior","0"
"un lenguaje limpio claro elevado; unos personajes construidos con la encarnadura propia de un tiempo que se nos muestra documentado con todo rigor; unas aventuras emocionantes bien trabadas y perfectamente verosimiles esta novela va a volar muy alto maria dueñas tiene el don","1"
"ha sido para un regalo lleva ya medio libro y lo ha encontrado un poco excesivo a nivel descriptivo pero esta encantada","1"
"lo que no me ha gustado es la constante mania que la autora tiene de meter en la narrativa palabras en ingles o frances  a mi me da igual entiendo ambos pero mi madre hay palabras que no entiende y no me parece bien si esta escrito en castellano que sea en castellano no todos los publicos tuvieron en el pasado acceso a una educacion bilingüe","1"
"la verdad es que se lee super rapido y te quedas con ganas de mas no obstante me choca que el personaje de sira tan madura y bregada como agente peque de ingenua en muchas ocasiones y le darias dos cachetes por tonta no se es un poco incoherente pero igualmente espero una proxima novela de maria dueñas da gusto leerla","1"
"igual de bien escrito pero bastante menos interesante que el tiempo entre costuras la trama sigue despues de retorcer ciertas situaciones con personajes relevantes lo que se siente forzado por supuesto es una impresion personal","0"
"habiendo leido anteriormente el tiempo entre costuras que tanto me gusto me deje llevar de la mano de maria dueñas a otra historia otra parte de la vida de sira tan interesante o si cabe mas que la anterior muy entretenida llena de hechos historicos tan habilmente entretejidos con la novela y con un conocimiento y descripcion de los ambientes donde transcurre toda la historia que te permite perfectamente imaginarlos hasta que parece que los hubieras visto o estado en ellos me ha gustado mucho el repaso a la historia que hace maria dueñas tan perfectamente documentado y detallado muy recomendable","1"
"era para un regalo y quedo encantado el contenido no lo se porque no lo he leido pero la apariencia muy buena","1"
"me gusto mucho el anterior este la verdad no tanto pero todavia no le he terminado","1"
"la verdad que el libro esta muy bien pero despues de el tiempo entre costuras esperaba algo mas","1"
"no aparece el num de pagina en mi ipad pro","1"
"lo compre porque los anteriores de esta autora le gustan mucho","1"
"maravillosa mezcla de historia mundial y suspense sira mas madura y experimentada q en su primera novela vuelve a sus origenes y se sumerge en situaciones inesperadas","1"
"me gusta la vision de esa españa que salia en el nodo que nadie nos aclaro las mentiras la utilizacion con frecuencia de  secuencias pasadas llena paginas pero no aporta mucho aun asi el estilo novelistico mantiene su calidad si la recomiendo","1"
"la novela es muy interesante y esta muy bien documentada en los lugares y situaciones que se desarrolla se lee de un tiron lo unico que resaltaria es que es un poco fantastica en el desarrollo de la accion al final todo sale bien pero la recomiendo","1"
"me ha encantado esta segunda parte de el tiempo entre costuras  no pude soltarlo hasta que acabe magnifico todo lo que he leido de naria dueñas esta escritora es un verdadero placer de leer","1"
"responde a la formula de la autora el libro esta muy bien escrito y es interesante solo una pega quizas se eexplaya en exceso en las recreaciones del anterior libro sobre el tema absolutamente recomendable pero aconsejo leer primero el anterior","1"
"me ha gustado mucho la trama de la novela","1"
"me gusto mas el tiempo entre costuras","1"
"una buena historia continuacion de tiempo entre costuras para mi gusto recuerda las experiencias vividas en el libro anterior y rellena paginas de este modo","1"
"es la continuacion de un libro precioso con el primero dejo el liston muy alto y aunque segundas partes nunca son buenas en este caso si que lo es aunque yo lo habria dejado ya que el primero me encanto","1"
"me ha encantado la ambientacion solo me sobra el viaje de eva peron a españa se hace pesado se lo recomendaria a todas mis amigas","1"
"me ha gustado mucho la parte en la que vivia en israel y la parte en la que vivia en londres a partir de ese punto el libro ha sido poco interesante","1"
"no la he terminado aun pero si es que estoy deseando cogerla en los ratos libres para seguir leyendola","1"
"es un libro entretenido me gusto el anterior y este tambien sin embargo creo que es un poco largo al igual que el tiempo entre costuras me ha gustado la bibliografia soporte que ha utilizado","1"
"me ha resultado una muy buena compañia en mis vacaciones es una novela que engancha y que a la vez tiene muchisimas referencias historicas de la epoca que resultan muy interesantes","1"
"tanto el tiempo entre costuras como sira de la misma autora maria dueñas merecen la pena leerse si quieres pasar un rato divertido animate y hazlo no te defraudaran","1"
"te mantiene la atencion durante toda la novelano me gusta que algun capitulo esta algo enrollado","1"
"me ha gustado bastante al principio me costo un poco engancharme pero en cuanto lo hice no pude parar hasta el final bien para ser una segunda parte","1"
"la novela sigue siendo muy interesante y de lectura fluida confieso que en algun momento me he saltado parte de los profusos detalles costumbristas arquitectonicos o de epoca para seguir impacientemente la narracion sin perder el hilo","1"
"lo esta leyendo mi mujer  y le ha gustado","1"
"era un regalo para mi suegro que ya ha leido varios libros de esta escritora le gusto mucho","1"
"-- lectura agradable en la linea de la primera parte aunque en esta ocasion no me atrapo tanto y en ocasiones me falto ritmo y sorpresa en definitiva es buena sin estar a la altura de la primera parte","1"
"lei el tiempo entre costuras y me encanto esta segunda parte no esta mal pero encuentro algunas situaciones que se describen demasiado forzadas pierde la frescura de la primera parte","1"
"me gusta mucho como escribe y describe la autorame transporta a escenarios y personajes como pocos escritorespero esta segunda parte no es el tiempo entre costurasno tiene un hilo argumentalme impresionan aventuras diversas de una protagonista como podria serlo la de cualquier personaje de saga de librossinceramente no esta al nivel de la primera novelapero es que ciertamente eso es muy dificildejo su propio liston muy alto","0"
"es un viaje en el tiempo no tan lejano aunque lo parezcame he visto en un zoco regateandocomprando es una descripcion vividamerece la pena leerlo","1"
"la primera parte se me antoja lenta luego va cogiendo ritmocomo 2ª parte se me queda pobre no me engancho… la historia tiene huecos que deslucen los perfiles de los personajes por no fastidiar con spoilers","0"
"muy cuidada e interesante la informacion del entorno la trama en cambio me parece a veces inconexa no obstante el ritmo de la narracion es muy bueno y permite leerlo con interes hasta el final","1"
"me compre el libro nada mas salir ya que el tiempo entre costuras es mi novela favorita hasta ahora he de admitir que se me hicieron cuesta arriba los capitulos en jerusalen y londres pero si os ha pasado lo mismo que a mi os animo a continuar dado que la segunda mitad del libro es una maravilla volver a encontrarnos con algunos personajes ha sido un verdadero regalo","1"
"me gusto mucho este libro porque se desarrolla en diferentes paises y ambientes y maria dueñas hace una buena descripcion de cada lugar de tal manera que hace volar tu imaginacion la historia es muy bonita y te engancha a la lectura lo recomiendo creo que tendra mucho exito","1"
"facil lectura y ameno no me ha gustado que se solape con dispara que ya estoy muerto","1"
"hay partes de la historia que son dificiles de creer","0"
"si me ha gustado es original con su intriga resuelve muy bien la historia que comenzo  entre costurasme ha gustado","1"
"esta novela de maria dueñas exprime al maximo el exito de  el tiempo entre costuras en mi opinion tiene una primera parte esplendida pero despues se va desinflando gradualmente y va perdiendo credibilidad e interes","1"
"maria dueñas nos tiene mal acostumbrados con sus cuatro primeros titulos por lo buenos que soneste ultimo sin ser malo es el mas flojo de mariael primer 15% del libro es soporifero a partir de ahi se anima y es mas amena la lecturacreo que hay mucho relleno para conseguir el numero de paginas que tienede todas formas recomiendo su lectura","0"
"es un libro osea q lo use para leer es entretenido e interesante aunque no llega a la calida de entre costuras o de  la templanza pero es ameno y agradable de leer","1"
"me ha gustado la fuerza de esta mujer y aunque enlaza muy bien las diferentes misiones es como mas de lo mismo","1"
"aun no la he acabado pero es una novela historica por la que transita la protagonista muy diferente de el tiempo entre costuras en la que la parte historica es un complemento a la vida de la protagonista","1"
"me ha gustado esta muy bien escrito en cuanto a morfologia y sintaxis  las historias estan muy bien hiladas y son dinamicas e interesantesmuy importante la denuncia a  la inoperancia de inglaterra ya que mucho de ello no se sabelo unico que le critico es la  creacion del personaje principalsiraque es demasiado guapademasiado inteligenteoperativa y participativa no es real y  resulta poco creible ","1"
"me a encantado","1"
"esta bien o bien queria que estuviera mejores muy facil de leer pero esperaba mas no tiene la sutileza que los anteriores es muy previsible","1"
"tiene muy buena descripcion ambiental te hace vivir la aventura como la protagonista","1"
"un libro muy lineal desprovisto de emocion la autora es incapaz de imprimr sentimiento al relato ya si se enamora como si se desenamora no es capz de transmitir nada en absoluto la lectura se hace andina hace demasiadas referencias a la primera parte y no sabe distanciarse de ella y la historia es buena pero que  pena que  no llegue al lectormaria g","0"
"me ha gustado mucho y tiene una trama y desenlace q te atrapa xq quieres descubrir como se desenvuelve y sale de los trances q la pasan esta muy bien el libro","1"
"la trama tan interesante q te engancha a la primera parte de el tiempo entre costuras maravillosa maria dueñas","1"
"como todos los libros de esta autora esta muy bien escrito quiza le sobra imaginacion pero muy entretenido","1"
"digna continuacion del tiempo entre costuras","1"
"lo lees de un tironte atrapala autora como ya nos sorprendio en el primer libro de la saga nos hace adentrarnos en el personaje y la historia narradatodo lo que he leido de ella me ha gustadoenhorabuena","1"
"muy interesante","1"
"me gusto mas entre costuras esta continuacion no esta mal","1"
"que sigue la vida de la protagonista de entre costuras","1"
"me ha gustado pero en ocasiones se hace largo y denso bien documentado  sin duda me gusto  mucho mas tiempo entre costuras","1"
"me ha gustado aunque no tanto como el tiempo entre costuras es una buena continuacion pero al fin y al cabo una segunda parte","1"
"lectura fluida engancha desde el primer capitulo","1"
"nuevo libro maria dueñas me he leido todos  y no podia ser menos terminar de saber que pasa con siraun libro muy facil de leer","1"
"las segundas partes a veces dejan decaer el interes en el caso de sira todo lo contrario cada pagina cada parte de la novela mantiene muy vivo el impetu la bondad de la protagonista y la intriga me ha gustado reencontrar tantos personajes de el tiempo entre  costurasla narrativa y la expresion muy buena facil de leermuy interesante tambien la epoca historica enhorabuena por esta novela","1"
"bueno aun estoy leyendolo pero sus libros te interesan porque aunque por encima te hace vivir otras epocas y aprender de muchos acontecimientos que desconoces son amenos y nunca defrauda","1"
"al contrario que alguna gente para mi la primera parte del libro es la mejor pero una vez que uno de los personajes principales desaparece es muy obvio lo que va a pasar y aparece otro personaje del pasado que yo la verdad no esperaba la historia me ha parecido muy aburrida y un poco forzada las misiones de sira como espia son un poco sin sentido y ella misma no tiene el caracter o la fuerza que tenia antes creo que hubiese sido mejor no tener una segunda parte y que cada uno imaginase el futuro de sira y markus en su cabeza porque va a decepcionar a mucha gente la historia no me ha gustado pero tengo que rescatar que me gusta mucho como escribe maria dueñas y seguire leyendo sus libros","0"
"la tapa del libro estaba muy sobada se ven marcas de manos por todo el librono entiendo que cuiden tan poco la presencia","1"
"lei la templanza y me parecio con mayor garra que esta ultima novela de maria dueñas lo mismo podria decir de el tiempo entre costuras sira la acercaria a mision olvido el interes de la novela no se refleja en cada capitulo alguno de los cuales incluso dan la sensacion de ser de relleno","0"
"si lo comparas con la primera parte decepciona un poco aunque la novela esta bien yo me esperaba mas teniendo en cuenta otros libros que he leido de maria dueñas","0"
"me gusto mucho el tiempo entre costuras y compre este esperando encontrar el mismo nivel lo que me he encontrado es un refrito de situaciones inverosimiles tramas que no vienen a cuento no hay un hilo argumental los personajes muy simples y con cero evolucion sira acaba por aburrir una decepcion","0"
"toda la parte primera del libro situada en palestina es excelente muy bien documentada engancha rapidamente buena reparticion entre la parte novela y la parte historicano diria lo mismo con el episodio en marruecos situaciones demasiado rocambolescas y poco creibles es una pena","0"
"he leido todas las novelas de maria dueñas y esta no es la mejor al menos a mi criterio la primera parte esta bastante bien y el final es innecesario no aporta rescata un pasado que tenia que haberse quedado con el primer final","0"
"relaja un poco solo que me gustaria mas opciones para dedicar no solo a las que menciona","1"
"fue un regalo para mi chica ambas tenemos ansiedad y me recomendaron esa tecnica asi que la quise compartir con ella es como una especie de diario que te ayuda a ver el progreso o des progreso conforme van pasando los dias como siempre con prime","1"
"no tiene mas misterio que lo que esuna libreta donde todas las noches antes de ir a dormir puedas hacer un breve repaso de tu dia y exponer lo que te plazca en la hoja que tienes librevolvere a comprarlo cuando lo acabe ","1"
"es una libreta donde en todas la paginas pone lo mismo esta bien para apuntar meditaciones","1"
"los esperaba mas gruesos","0"
"los ejercicios son los mismos siempre la idea es buena pero me hubiera gustado mas variedad","0"
"compre varios para mi y tambien para regalar les encanto","1"
"poco util","0"
"esta muy bien lo unico que es algo pequeño pero para el precio que tiene esta genial","1"
"me ha gustado tamaño libreta","1"
"me gusta su finura la letra excelente bonito tambien el tamaño ideal satisfechos","1"
"todo ha llegado perfectamente","1"
"fue un regalo a la persona le encanto","1"
"bueno porque te obliga a practicar mildfullness pero tiene poco espacio para redactar tus sentientos","0"
"el libro llegue perfecto la tapa es un poco blanda pero por lo demas genial","1"
"recomiendo este libro 100% ameno y con enseñanza joaquin es un crack","1"
"todo perfecto","1"
"el motivo por el que realice esta compra ha sido para regalarselo a una amiga no lo he leido por lo que no puedo opinar sobre el lo que si puedo hablar es de la entrega la cual ha sido puntual como siempre para mi es uno de los puntos fuertes de amazonpor poner una pega una de las esquinas la inferior derecha vino un poco dañada pero tampoco se nota demasiadocomo mi amiga quedo muy contenta y salvo lo del daño en la esquina yo tambien lo estoy le doy 4 estrellas al producto","1"
"muy buen libro y entretenido","1"
"lo he comprado para regalo envio rapido el libro esta un poco machacado por las esquinas no se si del trasporte tal vez… pero nada grave que impida regalarlo… ahora solo falta leer seguro que joaquin no defrauda","1"
"joaquin nos enseña a vivir la vida desde el punto de vista de un futbolista con los ejemplos de su experiencia y como la ha afrontado muy recomendable y ameno","1"
"no estoy nada satisfecha con a descripcion de este libro de segunda mano ponia com nuevo pero presenta grandes defectos era para un regalo y tengo que salir a buscar un regalo con caracter de urgencia por el precio que lo compre 16 95 solo 2 euros menos que el precio original esperaba que estuviera perfecto","0"
"entregado en muy buenas condicionesel unico inconveniente es que no venia plastificadome gusta abrir lo nuevo ajjaj","1"
"sino lo compras no tienes arte","1"
"supera con creces mis expectativas asi es la vida sigue estos consejos y la vida te sonreira llevo aplicando unos años esta filosofia de vida y todo me va mucho mejor escribi la saga ovillo de emociones que habla del estilo de vida que aqui relata joaquin muchisimas gracias ","1"
"libro sobre joaquin sanchez jugador emblema y leyenda betica trata sobre su vida sus valores formas de ver la vida sacrificio sentido del humor anecdotas y espiritu de superacion una gran compra y a buen precio","1"
"me ha encantado pero nada que ver con humor del suyo","1"
"gracias joaquin por escribir este libro que deberian todos los jovenes por que haces unas reflexiones magnificas sobre la vida  me encantas como jugador pero sobre todo como persona y no soy del betis eres la alegria y la positividad de la vida te deseo toda lasuerte para el resto de tus años que espero sean muchisimos ","1"
"fue un regalo para padre muy fan de joaquin y le gusto mucho es de facil lectura y divertido","1"
"este libro es recomendable a nivel emocional pero en el se encuentran pocas historias de la vida de joaquin es decir no es una biografia ni nada por el estilo lo compre para mi hijo pero no es para niños debido a que trata temas de vida ","0"
"es un libro que recomendare a todo el mundo porque es un libro extraordinario se lee muy bien y te engancha a leerlo hasta el final es una forma de ver la vida muy positiva te hace reflexionar y como bien dice el abandonar significa perder y aguantar significa poder ganar ","1"
"muy recomendable sencillo de leer y constantemente sobre la actitud positiva para afrontar la vida se lo regale a mi pareja por ser un admirador del jugador y acabe leyendolo yo tambien cuando me explico el contenido del mismo muy recomendable","1"
"me ha encantado el libro lo he leido de un tiron por saber que mas va contar este profesional de la vida no solo del futbol recomiendo este libro a todo el mundo hay que pensar y disfrutar de la vida como el dice","1"
"joaquin es fantastico","1"
"todo muy bienn","1"
"se lo regale a mi madre ella lo esperaba mas divertido pero sus palabras fueron me ha decepcionadoella es forofa del betis y de joaquin se lo ha leido en dos diasesta bien es una biografia de su carrera lo unico es que como el es tan gracioso se esperaba otra cosa","0"
"ha sido un regalo y ha sido un acierto el libro me dice que esta muy bien y que la lectura es bastante amena un acierto","1"
"fue para regalo la persona quedo encantada","1"
"es un libro desenfadado corto y te quita las penas","1"
"se lo regale a mi abuelo y se lo ha leido en nada y menos de tiempo le encanta","1"
"era para un regalo y la persona quedo encantada","1"
"el libro es divertido y entretenido aunque creo que me espera algo mas  quizas al escucharlo en radio y tve me rio mas que leyendo aun asi lo recomiendo","0"
"es tal cual el anuncio en cuanto al contenido no puedo opinar porque es para un regalovino bien embalado","1"
"le ha encantado ha sido un regalo de cumpleañosfaltaba la firma ","1"
"es un libro divertido","0"
"libro entretenido esta muy bien llego bien sin nada roto","1"
"que ganas de tenerlo para reir un rato con a joaquinllego muy rapido gracias","1"
"interesante libro para reflexionar facil de leer y muy cercano","1"
"buen libro","1"
"para los seguidores de joaquin es una maravilla","1"
"regalo para un familiar llego en perfecto estado","1"
"de joaquin que mas puedes pedir","1"
"esta regular tenia otras espectativas por el libro","0"
"ha sido una buena eleccion","1"
"ha sido un regalo","1"
"tiene varias enseñanzas sobre la vida es interesante porque va mas alla de lo que es el joaquin del betis te explica su vida sus momentos duros su filosofia la verdad es que me esperaba un libro bastante mas vacio y ha acabado siendo una buena lectura tengo que decir que era un regalo para mi novio pero al final la que se lo ha leido del tiron soy yo jajaj","1"
"me ha sorprendido mucho para bien desprende optimismo y alegria de vivir es un tio que se lo ha tenido que currar mucho para llegar donde esta y eso se nota","1"
"me decepcione mucho al terminar de leer este libro simplemente pienso que esta muy sobrevalorado este libro pues es simplemente la biografia de joaquin para esto la busco en wikipedia y me ahorro 20 euros","0"
"enseñanzas muy importantes de la vida y sin perder el arte que le sobra","1"
"un buen libro ","1"
"nunca pense que el libro fuese tan ameno y profundo no conocia ese lado tan sensible de joaquin lo recomiendo sin lugar a dudas; te hace reflexionar y pensar del esfuerzo y sacrificio diario en busca de lafelicidad","1"
"el libro es muy ameno y divertido muy bien estructurado la letra es de un tamaño muy bueno para su lectura un libro lleno de risas no le doy 5 estrellas ya que no es un libro donde haya detras una investigacion literaria ni historica pero lo recomiendo sin duda alguna","1"
"un maestro dentro y fuera del campo en ese libro lo plasma","1"
"lo compre para mi nieto al que le gusta mucho el futbol aunque joaquin es del betis y mi nieto del sevilla le ha encantado el libro por la forma tan amena e instructiva con la que esta escritomi agradecimiento a joaquin por infundir estos valores en la juventud","1"
"excelente y divertida lectura  interesante motivacion para niños y jovenes dentro y fuera del deporte","1"
"una lectura interesante","1"
"pues os cuento de que va la cosa mete los juegos del hambre the bachelor para quienes no lo sepan es un reality americano donde un hombre convivira con varias mujeres e ira conociendolas mediante encuentros y citas eliminandolas una a una hasta que solo quede la elegida y un poco de cenicienta y tendras la seleccionen una futura sociedad distopica la sociedad se divide en castas donde los unos viven mejor y con todo lo que necesitan mientras los ochos se mueren de hambreamerica es una cinco pertenece a una familia de artistas y trabaja cantando y tocando para ayudar a la familia a salir adelante ademas america tiene un secreto su amor por aspen que es un seis y por tanto de una casta inferior y es que no esta bien visto que las castas se mezclen por lo que llevan su amor en secreto su relacion con el y las diferencias de casta definiran el futuro de americael principe maxon ha cumplido la mayoria de edad por lo que se inicia el proceso de la seleccion en donde se elegiran a 35 chicas entre las que tendra que elegir a la futura princesaa la casa de america llegara la carta invitandola a presentarse a la seleccion aunque ella no le interesa se vera obligada por distintas situaciones a realizar la solicitud pero con la esperanza de no ser elegida por su provinciacomo supondreis obviamente porque es la protagonista de la historia america es elegida y llegara a palacio con la intencion de perder eso si intentando aguantar lo mas posible para que su familia reciba el cheque que les dan por cada semana que ella permanezca en la seleccion america se marca un objetivo ser amiga del principe y ayudarle desde dentro a encontrar a su futura esposaes un libro que he leido muy rapido pues una vez te metes en la historia no puedes parar esta narrado en primera persona por america nuestra protagonista y a traves de sus ojos iremos conociendo las intrigas de palacio dentro de la seleccion y sobre todo a maxon un chico sobre el que america tenia una idea preconcebida y muchos prejuicios que van cambiando a medida que se conocen y crece su amistad al ser el inicio de una serie en este libro vamos conociendo los personajes de manera superficial la mayoria de las chicas no son de gran importancia en la historia puesto que se marchan enseguida pero hay algunas que pelean sucio por la corona entre ellas celeste y a las que america tendra que enfrentarhe echado en falta que la autora nos explicara un poco mejor el como y por que se ha llegado a dividir asi la sociedad y establecer la seleccion no se si lo hara a lo largo de los siguientes libros pero me resultaria muy interesante que lo hiciesecon continuas situaciones que a pesar de recordarme muchisimo a otras de los juegos del hambre y no no quiero decir que sean iguales pero ciertas cosas como las divisiones sociales el sorteo el programa de television el presentador el cambio de imagen ciertas normas que no se pueden saltar son muy similares y me han recordado y mucho a la otra saga a pesar de eso sabe distanciarse y resultar algo diferenteamerica me ha gustado tiene claro lo que quiere y no se deja deslumbrar por la vida de palacio aunque lo que dejo atras le va a pesar mucho a la hora de decidir el futuromaxon tambien me ha gustado al menos lo poco que conocemos de el a traves de los ojos de america un chico que tiene que cumplir un papel establecido de nacimiento pero que intenta hacer valer sus puntos de vista ante los demas aunque no siempre lo tienen en cuenta por su juventud e inexperienciaespero verlos madurar a ambos a traves del proceso de seleccion y estoy deseando leer el siguiente libro para saber que pasa y quien sera la elegida","0"
"buenas tapas romantico  lectura facil  envio rapido","1"
"#reseñadistopia romantica juvenil que reconozco haber sustraido de la estanteria de mi hijaen este primer libro la seleccion su autora nos presenta una sociedad post-apocaliptica surgida de una 4ª guerra mundial con una realidad no demasiado desoladora y la sociedad organizada en castas donde los 1 son la realeza y los 8 viven en extrema pobreza y exclusionpoco a poco va dando pinceladas de la organizacion y el contexto a traves de america singer la interaccion con su familia  y la relacion clandestina que mantiene con aspen legerlos personajes son amables donde no despuntan rasgos marcados de personalidad excepto la rebeldia de america que permite que les tomemos cierto cariño salvo a alguna tramposilla o a la insistente madre de la protaen un principio nuestra chica reniega del concurso por lo que simboliza en si y por el desprecio a la figura del principe maxon evidentemente no es todo como lo pintan y sin que se de cuenta se vera envuelta en un triangulo amorosoa traves de esta especie de reality transmitido a nivel nacional donde el principe elegira a su futura reina de entre las 35 seleccionadas de las distintas regiones de su pais iremos conociendo los conflictos geopoliticos sociales de afectos y lealtades; gracias a una trama sencilla donde todos esos aspectos quedan abiertos para futuras entregas supongolo dicho trama sencilla facil y comoda de leer narrativa ligera entretenida y que te mantiene enganchada sin demasiado esfuerzo #olikat_lee","1"
"me ha gustado mucho el personaje principal y me ha enganchado la historia para una lectura ligera y entretenida que te hace seguir leyendo cada capitulo si estas en un bloqueo te puede ir muy bien","1"
"tengo sentimientos encontrados con este libro hay cosas que me han gustado mucho como el personaje de maxon y el tono distopico romantico ambientado en un palaciopero otras estoy harta de protagonistas a las que se ensalzan porque son mas naturales discretas y sencillas en comparacion con otras chicas que visten con escote o van mas pintadas o son mas sexuales y america esta pintada como la novia perfecta dulce y que cree no ser guapa para nada a pesar de ser preciosa y es super mega especial porque es la unica de todas las candidatas a la seleccion que usa joyas discretas y no quiere maquillarse un poquito ahi de slut shaming claro que si en fin lo de siemprepor otro lado aunque hay cosas del worldbuilding que estan bien la trama de los rebeldes me ha convencido 0 estan ahi de decorado y para provocar altercados pero nadie sabe quien son ni que quieren por favorel sistema de castas creo que esta un poco desaprovechado y recuerda un poco a los distritos de los juegos del hambrele doy 3 estrella porque se lee super rapido y hay salseo bien escrito entre el principe y america espero que mejore en la segunda parte","0"
"entretenida","1"
"no me esperaba mucho pero entretiene me lei la trilogia muy rapido","1"
"el tamaño de la letra es muy pequeña","0"
"me ha encantado y me ha enganchado tanto que me costaba dejar de leer y me quitaba horas de sueño lo recomiendo","1"
"el argumento es muy bonito a mi hija le ha encantado se lo ha leido enseguidabuena calidad las tapas y las hojas por poner algun pero seria que la letra es un poco pequeñapero las peques tienen muy buena vista y no hay ningun problema en general genial","1"
"me he comprado los tres primeros libros ya que los dos ultimos prefiero leermelos en el ipad antes de gastarme dinero en libros fisicosla entrega ha sido estupenda al dia siguiente y sin daños aparenteslo unico a lo que le pondria pegas es al tamaño de los libros que miden 19 cm de largo y 12 de ancho son libros de bolsillo la letra en los libros es muy pequeña y aunque todavia no he empezado a leermelos se que habra algun momento en el que las frases se empezaran a juntar y se me hara imposible leerpor ultimo quiero dar un consejo a todo aquel que piense en comprarse el libro; si tienes buena vision o estas acostumbrado a leer mucho en el telefono adelante no te arrepentiras pero si en cambio no estas acostumbrado a leer mas que una frasecilla suelta busca el libro en formato normal o sea con mayor tamaño ya que te sera dificil leer con este tamaño de letra","1"
"me ha enganchando desde la primera pagina no podia parar y ahora no puedo esperar a leer los siguientes ","1"
"antes de leer la trilogia tuve mis dudas ya que pensaba que era de epoca pero nada mas empezar te das cuenta de que no es asi no dice exactamente en que año esta ambientado pero yo me he figurado que estan en el año 2200 no se por que jajala verdad es me ha gustado mucho eso de que el futuro principe tenga que casarse con una chica del pueblo quiza no lo de retransmitirlo delante de todo el mundo pero si lo de que se pueda sacar aunque sea a una familia de la pobreza y que la chica pueda mostrarle al principe que no todo es color de rosasi concursando tuviera la oportunidad de darle a mi familia una vida mejor no dudaria en presentarmeceleste es un caso especial al principio no la podia soportar con su despotismo y malas formas pero al final de la trilogia me resulto la mas confiable de todas he odiado su finalmi personaje favorito es america para mi es una mezcla de katniss everdeen los juegos del hambre y lena haloway delirium esta dispuesta a hacer todo su familia tiene caracter y tiene unos puntos muy graciosossi la muerte de algunos personajeslo que mas me ha sorprendido es que a parte de todo el argumento de conquista al principe hay una historia mas profundale doy un 8 a la trilogia completa","1"
"es un libro que nos relata un mundo distopico es muy agil y facil de leer la trama engancha mucho y la protagonista es un gran descubrimiento porque es genial es muy recomendables","1"
"le compre a mi hija de 15 años la coleccion entera por curiosidad yo me los he leido tambien la historia esta bien amor juvenil y todo eso en el ultimo libro se le va un poco la pinza con la trama pero puedo entender que a las jovencitas les guste resumiendo para adolescentes chicas","0"
"es un buen libro para adolescentes para captar su interes por la lectura","1"
"he empezado la seleccion al ver que la recomendaban muchos booktubers y que van a adaptar la novela a la pantalla compre la edicion de bolsilloes cierto que la fantasia no es mi genero preferido y que al principio me ha resultado algo lento pero a partir de la mitad del libro empieza a enganchar una vez que america empieza a entablar relacion con el principe maxonhe comprado el segundo libro ya que el primero no tiene un final como tal sino que da lugar a la continuacionsinceramente esperaba algo mas de accion por las reviews que habia leido asi que le doy tres estrellas porque a ratos se me hacia algo pesado y me saltaba algunos parrafos de datos innecesariossin embargo me he quedado con ganas de saber que pasa en el siguiente libro asi que posiblemente lea toda la saga","0"
"el libro es genialla historia engancha muchisimo y te vivias tanto que te lo acabas leyendo en 2 dias el libro es tamaño bolsillo si que la letra es pequeñita pero yo creo que se puede leer perfectamenteme encanto la trama y como esta narrada ya me he comprado el de la elite y esta en camino lo recomiendo bastante","1"
